date,yoy_gdp,yoy_impgs,yoy_gpdic,yoy_pce,yoy_expgs,yoy_iputil,yoy_pceens
1969-07-01,5.621422347298573,6.509170363288461,-7.147161088654741,7.666921638987921,12.830027775345263,5.980557450699973,6.0386455671247266
1969-10-01,6.295779565436575,10.749549723242543,-0.6982675399408977,6.874686764137929,10.708420997624238,7.084707005468866,6.453269413448597
1970-01-01,5.447410275926689,5.560297274736232,-3.5904872991085517,6.749172220667909,3.476880748034679,5.29366733642455,5.979836671964304
1970-04-01,8.116953208272044,13.52737375432253,8.239282390072084,7.824935432729202,11.85961563983928,6.636079103151642,7.6551561324685
1970-07-01,8.817833860369943,15.798698529469458,12.80041863042511,8.190576640506958,7.1889824613565345,4.359898382893294,6.845872397854246
1970-10-01,9.555011125069818,13.353989672230453,13.863538706464835,8.571837386826594,6.153148422363527,7.2355699700451925,6.3240092280033835
1971-01-01,7.954064222134101,8.760387494192381,4.746342778958372,8.912709770728332,-5.770424637017658,4.7658157191813855,6.341429353893442
1971-04-01,8.511718071086573,22.008169948670147,4.769052825793587,8.94548444554617,16.5615727450723,6.304426454308993,4.687853884001698
1971-07-01,9.555743819581267,11.716325307533463,9.117564555753365,9.543934743156107,6.374333591657925,6.518977529474796,6.508983428727333
1971-10-01,9.69415067357495,19.93372683557318,10.850291559391263,9.263490932435827,16.67420420794228,6.868525016001625,8.137468152847688
