date,yoy_gdp,yoy_impgs,yoy_gpdic,yoy_pce,yoy_expgs,yoy_iputil,yoy_pceens,yoy_ppi_industry,yoy_chemical_goods,yoy_food_bev_tob_goods,yoy_ipman
2004-01-01,5.995206046342243,15.847963409509662,7.683527057576599,6.038399387206469,8.714806204458053,0.9355737380198468,15.263316134944457,0.0,7.149653328201398,2.166424828564663,4.120665783348305
2004-04-01,6.833615626571195,9.161854823072774,8.160142510516387,6.1628274756181955,8.46218313023611,0.1919830210924331,11.982693238345306,8.299132183696287,5.371541253100679,2.550199108667398,4.619583894266393
2004-07-01,6.160859070692361,8.918729519455145,3.5813290759382643,6.311210313709043,9.207018340803273,3.479775965787143,13.074350392085222,7.880509067647943,5.976228690519818,2.4878963680504693,4.054827453174071
2004-10-01,6.186834033072076,7.890750168705218,2.4457326190247124,6.530498466099253,7.048703847743955,2.9533886297742145,23.594384765459967,1.96968678924385,-1.0425499548504424,3.7035687037852396,2.2392374998552738
2005-01-01,5.83345780054027,12.628264691434302,5.636619578375744,5.982995391371302,9.36116673646052,3.0683250542238154,20.86920138026427,19.492655027201838,-2.839120379287589,2.934559952690548,3.2513960241001314
2005-04-01,6.583151086620661,14.501370062359682,8.144453800430373,5.858664063321285,12.094907613670832,0.2065682373033797,15.699578138220243,14.288633751267907,-0.5519113585898057,1.4370766104840569,3.144246031506989
2005-07-01,6.276095335243211,12.12165004141383,5.695661647276657,5.846998677094708,14.29787182847382,-0.8289729266975328,10.931288307031341,5.789170276025506,3.553343673808644,-0.9979065306139654,3.3589349790750163
2005-10-01,5.263027307053384,10.922792157299178,2.2645030287796164,5.818487059902187,12.000056342034666,0.4866169072897012,10.51230347460725,-1.909105445406695,6.423511843926181,-2.0387612996012723,2.611209929298484
2006-01-01,4.58668480279299,5.605645942611199,-2.2088297198681284,5.055487623989637,11.26086141747075,2.985054242522342,0.5931653055603094,-1.6059786173130384,6.310348582929538,0.9219767125499286,1.8802467591166785
2006-04-01,4.597651586043747,4.69699397399965,-2.907510376429031,5.139893531639897,10.124522346601712,2.1772178079625992,0.5609470868124857,-2.0740537172490505,5.042283141960665,2.017597612192644,2.4463146707092553
2006-07-01,5.512830516765021,5.882755709809287,0.10396465477572758,5.348678084287499,11.532783895410883,0.7235038208065658,3.8133531882637386,7.1864603006347165,4.850841996572635,2.149219766870436,4.001619236474648
2006-10-01,5.399572475138519,9.668040809873776,0.8557493696494407,5.30400014322618,14.829923709268723,4.201699240020196,12.66588813506867,4.127262187599178,4.57280051531548,0.1560385439041201,4.125178272105052
2007-01-01,5.097720716462129,11.398880189444885,-0.29549684160599243,5.354694073588163,15.510572446717292,1.5249144313246046,17.764597253987283,5.4880290746892895,2.385848568424336,-1.177805542564632,3.1731647934641924
2007-04-01,3.2520950308741043,13.060215687382478,-3.8869100739027083,4.882728273968205,15.406838589329528,1.4462591922757575,13.961617217107595,9.495634841664412,-2.3033109740081574,-2.086135364974989,0.5623303055804811
2007-07-01,3.211965137793608,14.256523462585061,-5.298555921882646,4.950832491396927,14.986778081713807,0.08463516145088834,22.926380830070954,17.638793589038375,-7.156538654653706,-2.9412219198863263,-2.6265288400343123
2007-10-01,2.490085347285067,12.269335935775203,-5.9795940404680765,3.692351367606125,13.96839823694129,-0.724873938338348,15.934919527696902,20.606966115364294,-11.055663038076336,-1.6494984799855765,-6.575829615495092
2008-01-01,0.11733661361579761,-10.03652335761894,-13.868372835963337,0.5025234843223021,-4.498891357434244,-1.716570162960064,-16.07525798582723,6.3923064568077335,-12.415120126670498,-0.9306040319762017,-12.636601477460859
2008-04-01,-2.4873174412856036,-28.152058285278276,-23.988977206344547,-2.06315096384753,-22.464046259902638,-1.7869910141334702,-24.130945056427795,-6.702114977384729,-13.934864127916157,-0.6738031447767783,-17.749079682935783
2008-07-01,-2.7976262670815015,-29.650074620782522,-25.285295514350533,-2.3323611109641003,-22.54698847741978,0.15025049842821847,-25.67700276471754,-14.476327042353002,-9.484404826642884,0.6039399295733108,-16.471614879582734
2008-10-01,-0.6192954626097102,-9.732411344559564,-16.787304198719404,0.5678004128162355,-4.552126339601321,-3.8229954847044487,-9.508346302443892,-5.881561212529359,-3.5177770776022603,0.09799085315006528,-7.791618941206088
2009-01-01,2.6645547757664305,10.745284629412186,0.52553502656564,2.919576668547632,12.720844010995487,-1.0255314308775145,15.05921972468079,-7.679470814376528,4.866246044616711,-0.5427784997670736,0.5100066394831897
2009-04-01,4.013474449061243,23.747512037956596,11.373890170909686,4.340568246311061,20.686078046984047,4.72889760620915,19.26712435707704,-2.394496484146984,5.2041664461975445,-1.2521093191468136,7.1400619273971655
2009-07-01,4.834105951736485,25.190388864887566,18.937526717703886,4.026892717718612,20.214484119833976,3.988179245499045,10.381569709750314,-1.1882527101551734,3.95422744496448,-0.45296934503004715,9.317854290047134
2009-10-01,4.222079858429588,13.888456299655594,15.31225284866113,3.291929157083852,14.52136483948663,3.698165446208399,0.4995159866243961,11.469103028960117,0.5745165830966048,0.5937157290145008,6.464167606512251
2010-01-01,3.912466506128801,3.8112073057612808,3.507079078594117,3.6031232753103692,10.110851383533298,0.7125424919012209,6.72719125291939,2.381984656574117,-0.7752799582225949,0.7727765565332938,3.498968126780867
2010-04-01,3.1505205935976486,9.451156303331658,-3.7220356029491874,4.055152567585603,15.248202711675836,1.2632035077236534,17.369024769697365,8.930210372028558,0.12121877683724291,-0.05194240272630152,2.2190905017972082
